transaction_id,timestamp,account_id,user_id,amount,transaction_type,merchant,card_number,location,status,description,risk_score,day_of_week,hour,is_weekend
TXN00000968,2024-04-10 12:49:24,ACC000082,USER0272,870.92,purchase,Grocery Store,****3721,"Austin, TX",success,Normal deposit transaction,0.24,Wednesday,12,False
TXN00000872,2024-04-10 18:26:17,ACC000134,USER0360,13.01,deposit,Starbucks,****8101,"San Diego, CA",success,Normal payment transaction,0.29,Wednesday,18,False
TXN00000272,2024-04-10 18:35:53,ACC000001,USER0219,15.63,purchase,CVS Pharmacy,****8869,"Houston, TX",success,Normal purchase transaction,0.11,Wednesday,18,False
TXN00000427,2024-04-10 23:10:01,ACC000161,USER0155,73.62,withdrawal,Home Depot,****2015,"Austin, TX",success,Normal deposit transaction,0.28,Wednesday,23,False
TXN00000915,2024-04-11 01:39:17,ACC000168,USER0415,133.55,payment,Amazon,****3036,"Phoenix, AZ",success,Normal payment transaction,0.23,Thursday,1,False
TXN00000972,2024-04-11 01:44:45,ACC000147,USER0422,126.93,purchase,Pharmacy,****8446,"San Diego, CA",success,Normal withdrawal transaction,0.19,Thursday,1,False
TXN00000362,2024-04-11 06:26:35,ACC000143,USER0248,496.17,deposit,CVS Pharmacy,****6641,"Jacksonville, FL",success,Normal transfer transaction,0.25,Thursday,6,False
TXN00000955,2024-04-11 07:28:23,ACC000080,USER0171,26.24,withdrawal,Target,****2562,"Dallas, TX",success,Normal withdrawal transaction,0.14,Thursday,7,False
TXN00000256,2024-04-11 15:01:24,ACC000055,USER0466,38.7,withdrawal,Home Depot,****5585,"San Diego, CA",success,Normal withdrawal transaction,0.11,Thursday,15,False
TXN00000437,2024-04-11 23:02:35,ACC000013,USER0098,154.21,deposit,Supermarket,****7521,"Phoenix, AZ",success,Normal deposit transaction,0.19,Thursday,23,False
TXN00000851,2024-04-12 02:35:49,ACC000101,USER0153,124.4,transfer,Pharmacy,****2989,"Philadelphia, PA",success,Normal payment transaction,0.12,Friday,2,False
TAKEOVER_0010,2024-04-12 08:00:00,COMPROMISED_004,COMPROMISED_USER_06,2140.32,transfer,ATM Withdrawal,****9853,Suspicious IP,success,Suspicious account activity,0.94,Friday,8,False
TXN00000985,2024-04-12 15:53:15,ACC000087,USER0248,77.78,transfer,CVS Pharmacy,****1657,"Houston, TX",success,Normal payment transaction,0.12,Friday,15,False
TXN00000689,2024-04-12 19:51:15,ACC000126,USER0236,182.51,transfer,Walmart,****2492,"Phoenix, AZ",success,Normal transfer transaction,0.17,Friday,19,False
FRAUD_AMT_00031,2024-04-12 20:06:00,FRAUD_AMT_003,FRAUD_USER_018,250000.0,purchase,High-End Store,****1917,Cayman Islands,success,Unusual high-value transaction,0.84,Friday,20,False
TXN00000994,2024-04-13 00:10:20,ACC000176,USER0233,103.86,purchase,Pharmacy,****7581,"San Antonio, TX",success,Normal purchase transaction,0.16,Saturday,0,True
TXN00000300,2024-04-13 00:14:14,ACC000151,USER0259,787.26,withdrawal,Starbucks,****7006,"Jacksonville, FL",success,Normal purchase transaction,0.18,Saturday,0,True
TXN00000850,2024-04-13 01:57:34,ACC000018,USER0241,715.82,purchase,Gas Station,****5931,"Phoenix, AZ",success,Normal deposit transaction,0.25,Saturday,1,True
TXN00000314,2024-04-13 07:05:29,ACC000023,USER0439,116.74,transfer,Supermarket,****6178,"Los Angeles, CA",success,Normal transfer transaction,0.25,Saturday,7,True
TXN00000598,2024-04-13 09:41:48,ACC000111,USER0377,438.84,deposit,McDonald's,****6882,"Austin, TX",success,Normal purchase transaction,0.27,Saturday,9,True
TXN00000806,2024-04-13 12:10:03,ACC000028,USER0054,355.78,purchase,Online Store,****6496,"New York, NY",success,Normal withdrawal transaction,0.16,Saturday,12,True
TXN00000168,2024-04-13 13:32:20,ACC000048,USER0072,135.5,transfer,Bank ATM,****5064,"New York, NY",success,Normal deposit transaction,0.18,Saturday,13,True
TXN00000108,2024-04-13 22:40:26,ACC000084,USER0088,83.98,payment,Supermarket,****6928,"Los Angeles, CA",success,Normal transfer transaction,0.27,Saturday,22,True
TXN00000318,2024-04-14 03:16:39,ACC000101,USER0111,28.55,transfer,Grocery Store,****6536,"Los Angeles, CA",success,Normal transfer transaction,0.11,Sunday,3,True
TXN00000947,2024-04-14 07:36:56,ACC000161,USER0057,45.21,payment,Bank ATM,****3117,"San Jose, CA",success,Normal payment transaction,0.1,Sunday,7,True
TXN00000845,2024-04-14 09:38:52,ACC000102,USER0016,3121.99,purchase,Shell Gas,****6286,"San Antonio, TX",success,Normal withdrawal transaction,0.17,Sunday,9,True
TXN00000043,2024-04-14 10:34:29,ACC000108,USER0200,45.33,payment,Amazon,****7232,"San Diego, CA",success,Normal purchase transaction,0.29,Sunday,10,True
TAKEOVER_0018,2024-04-14 23:00:00,COMPROMISED_002,COMPROMISED_USER_04,1619.6,purchase,Online Transfer,****3969,Unknown Location,pending,Suspicious account activity,0.94,Sunday,23,True
TXN00000192,2024-04-15 00:01:33,ACC000129,USER0417,429.35,transfer,Shell Gas,****2753,"Los Angeles, CA",success,Normal payment transaction,0.13,Monday,0,False
TXN00000225,2024-04-15 01:17:55,ACC000034,USER0128,141.78,withdrawal,Bank ATM,****5055,"Austin, TX",success,Normal transfer transaction,0.2,Monday,1,False
TXN00000765,2024-04-15 03:58:31,ACC000065,USER0116,155.04,transfer,Restaurant,****7132,"Phoenix, AZ",success,Normal deposit transaction,0.19,Monday,3,False
TXN00000509,2024-04-15 06:24:57,ACC000125,USER0028,96.84,transfer,McDonald's,****4541,"San Jose, CA",success,Normal transfer transaction,0.14,Monday,6,False
TXN00000504,2024-04-15 07:11:39,ACC000184,USER0256,121.27,payment,Target,****5934,"Philadelphia, PA",success,Normal transfer transaction,0.1,Monday,7,False
TXN00000870,2024-04-15 07:42:09,ACC000148,USER0380,11.03,transfer,Online Store,****4380,"Jacksonville, FL",success,Normal purchase transaction,0.14,Monday,7,False
TXN00000661,2024-04-15 07:55:38,ACC000119,USER0408,562.73,transfer,Starbucks,****6564,"Austin, TX",success,Normal purchase transaction,0.19,Monday,7,False
TXN00000570,2024-04-15 08:52:18,ACC000154,USER0121,55.01,transfer,Best Buy,****2860,"Chicago, IL",success,Normal withdrawal transaction,0.11,Monday,8,False
TXN00000692,2024-04-15 17:07:23,ACC000197,USER0400,25.52,deposit,Gas Station,****8388,"Chicago, IL",success,Normal deposit transaction,0.14,Monday,17,False
TXN00000391,2024-04-15 17:27:25,ACC000166,USER0200,144.41,transfer,Best Buy,****5308,"Los Angeles, CA",success,Normal transfer transaction,0.23,Monday,17,False
TXN00000502,2024-04-16 05:44:23,ACC000149,USER0021,90.54,withdrawal,Starbucks,****7162,"Chicago, IL",success,Normal purchase transaction,0.28,Tuesday,5,False
TXN00000353,2024-04-16 10:46:07,ACC000054,USER0303,98.37,withdrawal,Gas Station,****1367,"Houston, TX",success,Normal purchase transaction,0.13,Tuesday,10,False
TXN00000620,2024-04-16 11:40:42,ACC000136,USER0216,151.88,withdrawal,McDonald's,****8025,"San Antonio, TX",success,Normal transfer transaction,0.28,Tuesday,11,False
TXN00000634,2024-04-16 15:36:19,ACC000097,USER0244,180.56,payment,McDonald's,****3269,"Dallas, TX",success,Normal transfer transaction,0.25,Tuesday,15,False
TAKEOVER_0023,2024-04-17 00:00:00,COMPROMISED_001,COMPROMISED_USER_06,2231.39,transfer,Suspicious Merchant,****7141,Unknown Location,success,Suspicious account activity,0.79,Wednesday,0,False
TXN00000774,2024-04-17 07:20:57,ACC000014,USER0339,12.97,deposit,Grocery Store,****5674,"San Diego, CA",success,Normal deposit transaction,0.28,Wednesday,7,False
TAKEOVER_0022,2024-04-17 08:00:00,COMPROMISED_001,COMPROMISED_USER_10,774.05,purchase,Online Transfer,****7113,Unknown Location,success,Suspicious account activity,0.75,Wednesday,8,False
TXN00000563,2024-04-17 08:01:44,ACC000082,USER0194,9.34,payment,Restaurant,****6282,"San Jose, CA",success,Normal purchase transaction,0.26,Wednesday,8,False
TXN00000103,2024-04-17 14:21:10,ACC000199,USER0483,145.71,payment,Target,****1861,"Chicago, IL",success,Normal withdrawal transaction,0.25,Wednesday,14,False
TXN00000249,2024-04-17 15:03:09,ACC000134,USER0212,937.02,deposit,Supermarket,****2391,"San Jose, CA",success,Normal purchase transaction,0.2,Wednesday,15,False
TXN00000094,2024-04-17 16:07:47,ACC000093,USER0263,92.41,payment,Starbucks,****8405,"Dallas, TX",success,Normal withdrawal transaction,0.29,Wednesday,16,False
TXN00000438,2024-04-18 09:39:58,ACC000037,USER0238,105.81,transfer,Target,****9202,"Los Angeles, CA",success,Normal withdrawal transaction,0.26,Thursday,9,False
TXN00000801,2024-04-18 11:03:44,ACC000123,USER0429,118.41,payment,Shell Gas,****1494,"Chicago, IL",success,Normal deposit transaction,0.13,Thursday,11,False
TXN00000208,2024-04-18 12:04:28,ACC000130,USER0473,520.64,transfer,Walmart,****6890,"Jacksonville, FL",success,Normal payment transaction,0.22,Thursday,12,False
TXN00000629,2024-04-18 13:05:05,ACC000122,USER0110,178.26,transfer,Target,****7050,"Austin, TX",success,Normal payment transaction,0.18,Thursday,13,False
FRAUD_AMT_00043,2024-04-18 18:25:00,FRAUD_AMT_013,FRAUD_USER_004,10000.0,withdrawal,Investment Firm,****3292,Cayman Islands,success,Unusual high-value transaction,0.89,Thursday,18,False
TXN00000804,2024-04-18 21:56:29,ACC000147,USER0257,166.76,deposit,Best Buy,****7941,"Chicago, IL",success,Normal deposit transaction,0.29,Thursday,21,False
TAKEOVER_0016,2024-04-18 22:00:00,COMPROMISED_003,COMPROMISED_USER_06,1546.54,purchase,ATM Withdrawal,****3363,"Lagos, Nigeria",pending,Suspicious account activity,0.87,Thursday,22,False
TXN00000100,2024-04-18 23:03:18,ACC000148,USER0260,73.57,withdrawal,McDonald's,****8900,"Houston, TX",success,Normal purchase transaction,0.17,Thursday,23,False
TXN00000534,2024-04-18 23:57:26,ACC000023,USER0074,119.5,withdrawal,CVS Pharmacy,****8776,"Dallas, TX",success,Normal deposit transaction,0.11,Thursday,23,False
TAKEOVER_0009,2024-04-19 06:00:00,COMPROMISED_004,COMPROMISED_USER_03,4315.57,purchase,ATM Withdrawal,****7342,Unknown VPN,failed,Suspicious account activity,0.89,Friday,6,False
TXN00000771,2024-04-19 06:30:45,ACC000157,USER0093,784.37,withdrawal,McDonald's,****4758,"Los Angeles, CA",success,Normal withdrawal transaction,0.18,Friday,6,False
TXN00000228,2024-04-19 06:31:17,ACC000141,USER0296,60.3,withdrawal,Pharmacy,****6631,"Austin, TX",success,Normal purchase transaction,0.11,Friday,6,False
TXN00000986,2024-04-19 08:36:25,ACC000043,USER0473,36.99,deposit,Grocery Store,****3286,"Chicago, IL",success,Normal deposit transaction,0.26,Friday,8,False
TXN00000718,2024-04-19 08:44:19,ACC000098,USER0301,108.97,deposit,Gas Station,****2456,"Los Angeles, CA",success,Normal payment transaction,0.26,Friday,8,False
TXN00000062,2024-04-19 09:36:39,ACC000026,USER0486,192.22,withdrawal,Grocery Store,****5335,"Austin, TX",success,Normal purchase transaction,0.13,Friday,9,False
TXN00000822,2024-04-19 10:48:19,ACC000108,USER0247,73.11,transfer,Shell Gas,****8156,"Philadelphia, PA",success,Normal payment transaction,0.18,Friday,10,False
TXN00000297,2024-04-19 12:27:30,ACC000052,USER0375,12.36,deposit,Amazon,****6279,"Dallas, TX",success,Normal withdrawal transaction,0.1,Friday,12,False
TXN00000740,2024-04-19 21:53:10,ACC000046,USER0484,979.33,purchase,Starbucks,****9444,"Austin, TX",success,Normal deposit transaction,0.22,Friday,21,False
TXN00000913,2024-04-19 23:59:47,ACC000185,USER0478,642.64,deposit,Supermarket,****7944,"San Jose, CA",success,Normal payment transaction,0.25,Friday,23,False
TXN00000812,2024-04-20 01:57:45,ACC000157,USER0311,367.06,purchase,McDonald's,****9151,"Los Angeles, CA",success,Normal purchase transaction,0.13,Saturday,1,True
TXN00000151,2024-04-20 04:56:16,ACC000103,USER0027,492.75,payment,Grocery Store,****6939,"Dallas, TX",success,Normal deposit transaction,0.11,Saturday,4,True
TXN00000420,2024-04-20 10:43:59,ACC000106,USER0217,26.94,deposit,Online Store,****4120,"Philadelphia, PA",success,Normal deposit transaction,0.22,Saturday,10,True
TAKEOVER_0024,2024-04-20 15:00:00,COMPROMISED_002,COMPROMISED_USER_09,1482.68,withdrawal,Online Transfer,****3534,"Lagos, Nigeria",failed,Suspicious account activity,0.86,Saturday,15,True
TXN00000320,2024-04-20 18:30:59,ACC000046,USER0355,184.63,payment,Shell Gas,****3103,"Los Angeles, CA",success,Normal transfer transaction,0.23,Saturday,18,True
TXN00000486,2024-04-20 19:58:41,ACC000026,USER0131,413.67,payment,Restaurant,****8554,"Austin, TX",success,Normal withdrawal transaction,0.25,Saturday,19,True
TXN00000034,2024-04-21 00:33:59,ACC000189,USER0344,952.21,withdrawal,Online Store,****8066,"Los Angeles, CA",success,Normal deposit transaction,0.22,Sunday,0,True
TXN00000835,2024-04-21 00:40:49,ACC000182,USER0279,10.42,purchase,Restaurant,****1414,"Jacksonville, FL",success,Normal withdrawal transaction,0.3,Sunday,0,True
TAKEOVER_0014,2024-04-21 01:00:00,COMPROMISED_003,COMPROMISED_USER_08,4404.1,transfer,Online Transfer,****6806,Unknown Location,pending,Suspicious account activity,0.81,Sunday,1,True
TXN00000271,2024-04-21 05:03:06,ACC000105,USER0357,195.01,payment,Home Depot,****5612,"Phoenix, AZ",success,Normal withdrawal transaction,0.12,Sunday,5,True
TXN00000198,2024-04-21 07:53:04,ACC000153,USER0204,154.96,deposit,Amazon,****5478,"San Diego, CA",success,Normal transfer transaction,0.15,Sunday,7,True
TXN00000715,2024-04-21 08:49:58,ACC000163,USER0353,767.3,deposit,Walmart,****7313,"San Antonio, TX",success,Normal withdrawal transaction,0.15,Sunday,8,True
TXN00000931,2024-04-21 09:48:30,ACC000151,USER0470,778.97,payment,Target,****3494,"New York, NY",success,Normal payment transaction,0.22,Sunday,9,True
TXN00000848,2024-04-21 10:52:20,ACC000127,USER0256,14.68,purchase,Home Depot,****7901,"Los Angeles, CA",success,Normal purchase transaction,0.19,Sunday,10,True
TXN00000473,2024-04-21 17:13:42,ACC000143,USER0197,32.12,deposit,Gas Station,****3527,"Phoenix, AZ",success,Normal withdrawal transaction,0.13,Sunday,17,True
TXN00000969,2024-04-21 17:28:31,ACC000031,USER0286,53.86,transfer,Online Store,****3916,"New York, NY",success,Normal deposit transaction,0.27,Sunday,17,True
TXN00000471,2024-04-21 22:58:22,ACC000131,USER0207,689.19,withdrawal,CVS Pharmacy,****2022,"Philadelphia, PA",success,Normal payment transaction,0.29,Sunday,22,True
TXN00000695,2024-04-22 04:30:52,ACC000005,USER0311,36.47,purchase,Shell Gas,****5819,"Los Angeles, CA",success,Normal payment transaction,0.25,Monday,4,False
TXN00000133,2024-04-22 12:21:11,ACC000133,USER0137,102.02,purchase,Gas Station,****2293,"San Antonio, TX",success,Normal payment transaction,0.3,Monday,12,False
TXN00000460,2024-04-22 21:07:17,ACC000004,USER0491,58.36,payment,Starbucks,****4384,"Dallas, TX",success,Normal deposit transaction,0.21,Monday,21,False
TXN00000071,2024-04-22 22:31:07,ACC000062,USER0364,127.85,withdrawal,CVS Pharmacy,****1224,"Dallas, TX",success,Normal transfer transaction,0.12,Monday,22,False
TXN00000096,2024-04-23 02:57:05,ACC000033,USER0141,33.93,payment,Bank ATM,****7240,"San Jose, CA",success,Normal payment transaction,0.16,Tuesday,2,False
TXN00000791,2024-04-23 05:19:21,ACC000140,USER0355,52.54,deposit,Starbucks,****1347,"New York, NY",success,Normal purchase transaction,0.21,Tuesday,5,False
TXN00000678,2024-04-23 07:16:41,ACC000076,USER0432,180.79,payment,Target,****5528,"Houston, TX",success,Normal purchase transaction,0.12,Tuesday,7,False
TXN00000328,2024-04-23 07:58:40,ACC000140,USER0379,804.09,payment,Grocery Store,****4170,"Phoenix, AZ",success,Normal transfer transaction,0.14,Tuesday,7,False
TXN00000282,2024-04-23 10:17:46,ACC000049,USER0227,130.88,withdrawal,Gas Station,****8937,"Dallas, TX",success,Normal deposit transaction,0.26,Tuesday,10,False
FRAUD_AMT_00024,2024-04-23 10:50:00,FRAUD_AMT_009,FRAUD_USER_039,166064.79,transfer,Luxury Dealer,****3425,Monaco,success,Unusual high-value transaction,0.71,Tuesday,10,False
FRAUD_AMT_00036,2024-04-23 20:12:00,FRAUD_AMT_015,FRAUD_USER_001,335719.65,withdrawal,Unknown Merchant,****5435,Cayman Islands,success,Unusual high-value transaction,0.86,Tuesday,20,False
TXN00000739,2024-04-23 22:30:18,ACC000051,USER0377,843.49,purchase,Online Store,****2670,"Austin, TX",success,Normal withdrawal transaction,0.18,Tuesday,22,False
TXN00000706,2024-04-23 23:56:21,ACC000195,USER0021,66.92,payment,Gas Station,****5726,"New York, NY",success,Normal withdrawal transaction,0.27,Tuesday,23,False
TAKEOVER_0019,2024-04-24 03:00:00,COMPROMISED_003,COMPROMISED_USER_02,923.73,withdrawal,Suspicious Merchant,****7347,"Moscow, Russia",failed,Suspicious account activity,0.89,Wednesday,3,False
TXN00000285,2024-04-24 05:55:30,ACC000042,USER0429,73.2,deposit,Target,****5670,"New York, NY",success,Normal transfer transaction,0.11,Wednesday,5,False
TXN00000169,2024-04-24 08:21:19,ACC000067,USER0335,116.71,deposit,Best Buy,****2017,"Austin, TX",success,Normal purchase transaction,0.19,Wednesday,8,False
TXN00000704,2024-04-24 12:32:40,ACC000004,USER0120,763.7,purchase,Starbucks,****6060,"Houston, TX",success,Normal transfer transaction,0.25,Wednesday,12,False
TAKEOVER_0004,2024-04-25 17:00:00,COMPROMISED_005,COMPROMISED_USER_03,2290.87,purchase,Online Transfer,****4254,Unknown Location,success,Suspicious account activity,0.89,Thursday,17,False
TXN00000928,2024-04-26 00:10:07,ACC000183,USER0477,154.27,transfer,Starbucks,****3070,"New York, NY",success,Normal transfer transaction,0.1,Friday,0,False
TXN00000077,2024-04-26 00:46:09,ACC000040,USER0039,132.68,transfer,Home Depot,****6546,"San Jose, CA",success,Normal transfer transaction,0.23,Friday,0,False
TXN00000064,2024-04-26 02:43:14,ACC000170,USER0412,700.05,withdrawal,Gas Station,****2880,"Dallas, TX",success,Normal withdrawal transaction,0.23,Friday,2,False
TXN00000316,2024-04-26 10:23:52,ACC000117,USER0170,48.47,payment,Pharmacy,****6952,"Jacksonville, FL",success,Normal transfer transaction,0.12,Friday,10,False
TXN00000098,2024-04-26 12:26:46,ACC000171,USER0131,88.22,deposit,McDonald's,****8770,"Los Angeles, CA",success,Normal purchase transaction,0.27,Friday,12,False
TXN00000997,2024-04-26 13:03:29,ACC000126,USER0236,28.7,deposit,Walmart,****7050,"Phoenix, AZ",success,Normal transfer transaction,0.17,Friday,13,False
TXN00000174,2024-04-26 18:03:35,ACC000186,USER0012,162.35,transfer,Home Depot,****1049,"Jacksonville, FL",success,Normal withdrawal transaction,0.22,Friday,18,False
TXN00000939,2024-04-26 20:47:32,ACC000177,USER0162,19.45,purchase,Gas Station,****2645,"Jacksonville, FL",success,Normal payment transaction,0.16,Friday,20,False
TXN00000585,2024-04-26 21:31:07,ACC000069,USER0148,44.61,transfer,Restaurant,****3133,"San Antonio, TX",success,Normal withdrawal transaction,0.22,Friday,21,False
TXN00000171,2024-04-26 23:38:23,ACC000121,USER0388,112.1,payment,Grocery Store,****5054,"Austin, TX",success,Normal payment transaction,0.27,Friday,23,False
TXN00000888,2024-04-27 03:36:24,ACC000166,USER0334,64.04,payment,Supermarket,****1698,"Philadelphia, PA",success,Normal withdrawal transaction,0.19,Saturday,3,True
TXN00000824,2024-04-27 04:31:55,ACC000173,USER0209,159.44,deposit,Amazon,****8381,"Chicago, IL",success,Normal transfer transaction,0.23,Saturday,4,True
TXN00000631,2024-04-27 04:45:32,ACC000122,USER0017,370.11,withdrawal,Online Store,****2945,"San Jose, CA",success,Normal transfer transaction,0.12,Saturday,4,True
TXN00000953,2024-04-27 06:06:16,ACC000110,USER0048,501.26,withdrawal,Gas Station,****5563,"San Diego, CA",success,Normal deposit transaction,0.28,Saturday,6,True
TXN00000889,2024-04-27 08:00:10,ACC000129,USER0108,171.89,deposit,Restaurant,****9405,"Los Angeles, CA",success,Normal withdrawal transaction,0.23,Saturday,8,True
TAKEOVER_0012,2024-04-27 19:00:00,COMPROMISED_002,COMPROMISED_USER_06,3729.04,purchase,Suspicious Merchant,****4669,"Moscow, Russia",failed,Suspicious account activity,0.86,Saturday,19,True
TXN00000410,2024-04-27 22:42:27,ACC000103,USER0259,344.32,deposit,Shell Gas,****9747,"San Jose, CA",success,Normal transfer transaction,0.29,Saturday,22,True
TAKEOVER_0017,2024-04-28 00:00:00,COMPROMISED_005,COMPROMISED_USER_01,3704.51,withdrawal,Suspicious Merchant,****2960,Unknown Location,pending,Suspicious account activity,0.76,Sunday,0,True
TXN00000122,2024-04-28 09:49:24,ACC000042,USER0419,86.64,withdrawal,McDonald's,****5096,"New York, NY",success,Normal transfer transaction,0.27,Sunday,9,True
FRAUD_AMT_00013,2024-04-28 09:52:00,FRAUD_AMT_006,FRAUD_USER_026,25000.0,withdrawal,High-End Store,****9727,Monaco,success,Unusual high-value transaction,0.89,Sunday,9,True
TXN00000113,2024-04-28 14:02:03,ACC000166,USER0443,60.98,purchase,Restaurant,****8581,"San Jose, CA",success,Normal payment transaction,0.29,Sunday,14,True
TXN00000207,2024-04-28 22:13:28,ACC000105,USER0345,255.33,transfer,McDonald's,****5961,"Houston, TX",success,Normal deposit transaction,0.23,Sunday,22,True
TXN00000818,2024-04-29 03:05:11,ACC000197,USER0222,4689.96,withdrawal,Restaurant,****6385,"Los Angeles, CA",success,Normal deposit transaction,0.17,Monday,3,False
TXN00000590,2024-04-29 04:05:20,ACC000081,USER0023,408.32,withdrawal,Pharmacy,****5603,"Jacksonville, FL",success,Normal deposit transaction,0.29,Monday,4,False
TXN00000288,2024-04-29 09:43:33,ACC000131,USER0340,281.85,deposit,CVS Pharmacy,****5890,"Austin, TX",success,Normal purchase transaction,0.2,Monday,9,False
TAKEOVER_0025,2024-04-29 14:00:00,COMPROMISED_002,COMPROMISED_USER_09,1169.82,withdrawal,Online Transfer,****1635,"Lagos, Nigeria",success,Suspicious account activity,0.91,Monday,14,False
TXN00000757,2024-04-29 16:18:17,ACC000059,USER0157,774.77,purchase,CVS Pharmacy,****7660,"Philadelphia, PA",success,Normal purchase transaction,0.23,Monday,16,False
TXN00000666,2024-04-29 19:44:21,ACC000077,USER0215,468.53,deposit,Shell Gas,****2717,"San Diego, CA",success,Normal purchase transaction,0.2,Monday,19,False
TXN00000490,2024-04-29 21:59:04,ACC000071,USER0394,184.93,transfer,Bank ATM,****5216,"Chicago, IL",success,Normal purchase transaction,0.16,Monday,21,False
TXN00000330,2024-04-29 22:59:09,ACC000153,USER0027,186.08,payment,CVS Pharmacy,****9037,"San Jose, CA",success,Normal payment transaction,0.17,Monday,22,False
TXN00000423,2024-04-30 00:21:13,ACC000193,USER0133,637.14,payment,Pharmacy,****3315,"Jacksonville, FL",success,Normal purchase transaction,0.18,Tuesday,0,False
TXN00000612,2024-04-30 11:28:14,ACC000176,USER0174,119.59,payment,Supermarket,****3148,"Phoenix, AZ",success,Normal transfer transaction,0.29,Tuesday,11,False
TXN00000313,2024-04-30 15:55:10,ACC000062,USER0170,100.87,deposit,Walmart,****9305,"Houston, TX",success,Normal payment transaction,0.23,Tuesday,15,False
TXN00000390,2024-04-30 17:00:44,ACC000003,USER0393,2908.27,transfer,CVS Pharmacy,****4788,"New York, NY",success,Normal payment transaction,0.17,Tuesday,17,False
TXN00000989,2024-04-30 17:43:25,ACC000172,USER0193,183.0,transfer,Best Buy,****2569,"San Antonio, TX",success,Normal withdrawal transaction,0.16,Tuesday,17,False
TXN00000891,2024-04-30 19:42:11,ACC000199,USER0338,185.85,payment,Home Depot,****3120,"Jacksonville, FL",success,Normal deposit transaction,0.22,Tuesday,19,False
TAKEOVER_0005,2024-04-30 21:00:00,COMPROMISED_004,COMPROMISED_USER_05,1155.94,withdrawal,Suspicious Merchant,****6796,"Moscow, Russia",success,Suspicious account activity,0.93,Tuesday,21,False
TXN00000462,2024-04-30 21:03:06,ACC000101,USER0092,21.79,payment,Supermarket,****6826,"Phoenix, AZ",success,Normal deposit transaction,0.26,Tuesday,21,False
TAKEOVER_0003,2024-05-01 05:00:00,COMPROMISED_003,COMPROMISED_USER_01,1001.66,purchase,ATM Withdrawal,****9292,Unknown VPN,pending,Suspicious account activity,0.86,Wednesday,5,False
TAKEOVER_0001,2024-05-01 07:00:00,COMPROMISED_003,COMPROMISED_USER_05,955.84,purchase,Online Transfer,****7652,Suspicious IP,pending,Suspicious account activity,0.85,Wednesday,7,False
TXN00000281,2024-05-01 08:57:23,ACC000078,USER0160,164.39,deposit,Pharmacy,****2609,"Houston, TX",success,Normal withdrawal transaction,0.16,Wednesday,8,False
TXN00000231,2024-05-02 02:08:37,ACC000003,USER0005,137.6,deposit,Starbucks,****7919,"Jacksonville, FL",success,Normal withdrawal transaction,0.2,Thursday,2,False
TXN00000787,2024-05-02 02:31:11,ACC000046,USER0097,164.04,payment,Pharmacy,****3955,"Austin, TX",success,Normal deposit transaction,0.1,Thursday,2,False
TXN00000186,2024-05-02 07:44:38,ACC000083,USER0398,391.46,deposit,Restaurant,****8639,"Dallas, TX",success,Normal deposit transaction,0.16,Thursday,7,False
TXN00000601,2024-05-02 09:09:08,ACC000064,USER0268,63.58,transfer,CVS Pharmacy,****1781,"Dallas, TX",success,Normal purchase transaction,0.28,Thursday,9,False
CARD_FRAUD_0025,2024-05-02 19:00:00,CARD_FRAUD_ACC_011,CARD_FRAUD_USER_012,2301.21,purchase,Online Store,****1113,Different State,pending,Fraudulent card usage,0.67,Thursday,19,False
CARD_FRAUD_0027,2024-05-02 20:00:00,CARD_FRAUD_ACC_016,CARD_FRAUD_USER_019,2560.0,purchase,Suspicious Merchant,****1115,Known Fraud Location,declined,Fraudulent card usage,0.73,Thursday,20,False
FRAUD_AMT_00046,2024-05-02 23:37:00,FRAUD_AMT_002,FRAUD_USER_050,487009.93,purchase,Unknown Merchant,****8979,"Miami, FL",success,Unusual high-value transaction,0.77,Thursday,23,False
TXN00000993,2024-05-03 01:16:26,ACC000133,USER0428,82.65,purchase,Supermarket,****2353,"Philadelphia, PA",success,Normal purchase transaction,0.23,Friday,1,False
TXN00000415,2024-05-03 05:31:52,ACC000025,USER0305,855.61,deposit,Walmart,****7251,"Los Angeles, CA",success,Normal purchase transaction,0.28,Friday,5,False
TXN00000305,2024-05-03 10:15:00,ACC000029,USER0428,22.36,payment,Pharmacy,****3443,"Los Angeles, CA",success,Normal payment transaction,0.12,Friday,10,False
TXN00000545,2024-05-03 13:02:12,ACC000132,USER0304,159.65,purchase,Pharmacy,****2948,"Phoenix, AZ",success,Normal purchase transaction,0.11,Friday,13,False
CARD_FRAUD_0019,2024-05-03 15:00:00,CARD_FRAUD_ACC_004,CARD_FRAUD_USER_008,1697.05,purchase,Online Store,****1117,Foreign Country,success,Fraudulent card usage,0.83,Friday,15,False
TXN00000945,2024-05-03 15:38:26,ACC000069,USER0260,10.65,withdrawal,Gas Station,****1996,"Dallas, TX",success,Normal deposit transaction,0.15,Friday,15,False
TXN00000457,2024-05-03 16:09:12,ACC000135,USER0159,99.28,deposit,McDonald's,****2609,"Dallas, TX",success,Normal withdrawal transaction,0.14,Friday,16,False
TXN00000770,2024-05-04 02:48:27,ACC000131,USER0096,34.74,withdrawal,Home Depot,****2884,"Phoenix, AZ",success,Normal withdrawal transaction,0.23,Saturday,2,True
TXN00000349,2024-05-04 07:04:16,ACC000053,USER0266,13.35,deposit,Restaurant,****8695,"San Diego, CA",success,Normal purchase transaction,0.11,Saturday,7,True
