transaction_id,timestamp,user_id,account_id,amount,transaction_type,merchant,merchant_category,card_number,location,currency,status,channel,description,risk_score,fraud_indicator,ip_address,device_id,session_id,day_of_week,hour,is_weekend,is_business_hours,amount_category
TXN386648B5C62B,2024-04-11 16:02:44,USER00018,ACC391476,1325.49,refund,AMC Theaters,entertainment,****1498,"Jacksonville, FL",USD,success,phone,Refund at AMC Theaters,0.176,none,126.45.122.192,DEV779003,SESE72A23AF,Thursday,16,False,True,large
TXN109F53AB7152,2024-04-11 16:23:43,USER00227,ACC340044,55.49,deposit,Mobil,gas,****9227,"Dallas, TX",USD,success,mobile,Deposit at Mobil,0.25,none,70.128.123.148,DEV467027,SESF629BEBF,Thursday,16,False,True,small
TXN5A79CE6D5386,2024-04-11 16:45:00,LAUNDER_USER_019,ACC808274,45365.68,transfer,Trade Finance Corp,financial,****3348,Bank Branch,CAD,success,bank,Rapid transfer between shell companies,0.832,money_laundering,53.5.234.130,LAUNDER_DEV_2828,LAUNDER_SES_98324463,Thursday,16,False,True,very_large
TXN487F129AAA25,2024-04-11 17:27:21,USER00227,ACC340044,235.22,refund,Hospital,healthcare,****8779,"Dallas, TX",USD,success,atm,Refund at Hospital,0.249,none,90.145.92.115,DEV922777,SESD76199AD,Thursday,17,False,True,medium
TXN4D3E67386A42,2024-04-11 17:30:00,USER00066,ACC833283,9.67,purchase,Liquor Store,high_risk,****7567,High-Risk Merchant Location,USD,declined,online,Card testing transaction,0.669,card_fraud,47.190.179.175,FRAUD_DEV_4130,FRAUD_SES_3629A9CD,Thursday,17,False,True,small
TXN8BCA93A3425B,2024-04-11 17:35:20,USER00035,ACC654816,807.9,deposit,Bank ATM,financial,****9561,"New York, NY",USD,success,online,Deposit at Bank ATM,0.133,none,38.146.151.150,DEV895216,SESEC860899,Thursday,17,False,True,medium
TXN8CF6A10AAB69,2024-04-11 23:39:00,USER00094,ACC383458,1962.63,purchase,Liquor Store,high_risk,****4672,"Miami, FL",USD,flagged,atm,Fraudulent card usage,0.911,card_fraud,60.102.40.85,FRAUD_DEV_8300,FRAUD_SES_AFACDC9C,Thursday,23,False,False,large
TXN07E04B18450C,2024-04-12 00:04:00,VELOCITY_USER_05,ACC512346,1642.39,purchase,Online Store 15,retail,****1019,Online,USD,declined,online,Rapid transaction #8 in velocity burst,0.942,velocity_fraud,171.221.124.31,VELOCITY_DEV_05,VELOCITY_SES_E6BC292F,Friday,0,False,False,large
TXN3072031B4F90,2024-04-12 00:06:00,VELOCITY_USER_05,ACC512346,115.85,purchase,Online Store 15,retail,****6472,Online,USD,success,online,Rapid transaction #2 in velocity burst,0.86,velocity_fraud,37.128.163.6,VELOCITY_DEV_05,VELOCITY_SES_350727FC,Friday,0,False,False,medium
TXN783AD4C12962,2024-04-12 00:06:00,VELOCITY_USER_05,ACC512346,1866.3,purchase,Online Store 3,retail,****6299,Multiple Locations,USD,success,online,Rapid transaction #1 in velocity burst,0.823,velocity_fraud,67.251.118.129,VELOCITY_DEV_05,VELOCITY_SES_4FDB8973,Friday,0,False,False,large
TXN95DAC13C26E3,2024-04-12 00:06:00,VELOCITY_USER_05,ACC512346,1336.41,purchase,Online Store 19,retail,****2884,Multiple Locations,USD,success,online,Rapid transaction #3 in velocity burst,0.93,velocity_fraud,173.89.33.98,VELOCITY_DEV_05,VELOCITY_SES_34EA4900,Friday,0,False,False,large
TXN866A8E796263,2024-04-12 00:12:00,VELOCITY_USER_05,ACC512346,233.97,purchase,Online Store 20,retail,****5638,Rapid Sequence,USD,success,online,Rapid transaction #9 in velocity burst,0.929,velocity_fraud,91.31.79.189,VELOCITY_DEV_05,VELOCITY_SES_8C5F8C77,Friday,0,False,False,medium
TXNF5097F9FAAAB,2024-04-12 00:12:00,VELOCITY_USER_05,ACC512346,1899.69,purchase,Online Store 9,retail,****6132,Multiple Locations,USD,success,online,Rapid transaction #5 in velocity burst,0.858,velocity_fraud,108.131.166.242,VELOCITY_DEV_05,VELOCITY_SES_BD732292,Friday,0,False,False,large
TXN69EF674DB56A,2024-04-12 00:12:00,VELOCITY_USER_05,ACC512346,1232.13,purchase,Online Store 14,retail,****4186,Online,USD,success,online,Rapid transaction #7 in velocity burst,0.904,velocity_fraud,53.57.34.125,VELOCITY_DEV_05,VELOCITY_SES_50D219D5,Friday,0,False,False,large
TXNE39FDF3D07FB,2024-04-12 00:12:00,VELOCITY_USER_05,ACC512346,481.91,purchase,Online Store 14,retail,****5875,Online,USD,pending,online,Rapid transaction #4 in velocity burst,0.94,velocity_fraud,187.19.48.234,VELOCITY_DEV_05,VELOCITY_SES_02E32CC3,Friday,0,False,False,medium
TXNC2C5BE16F919,2024-04-12 00:14:00,VELOCITY_USER_05,ACC512346,773.9,purchase,Online Store 4,retail,****7812,Rapid Sequence,USD,success,online,Rapid transaction #10 in velocity burst,0.919,velocity_fraud,140.73.150.243,VELOCITY_DEV_05,VELOCITY_SES_4CE5ABAC,Friday,0,False,False,medium
TXNEFFE9A7A234A,2024-04-12 00:15:00,VELOCITY_USER_05,ACC512346,1261.28,purchase,Online Store 14,retail,****8844,Rapid Sequence,USD,pending,online,Rapid transaction #6 in velocity burst,0.858,velocity_fraud,162.220.238.48,VELOCITY_DEV_05,VELOCITY_SES_2C70CD0C,Friday,0,False,False,large
TXN79555617826C,2024-04-12 04:07:00,USER00001,ACC153321,669.15,transfer,Money Transfer Service,financial,****8299,VPN - Suspicious,USD,pending,mobile,Suspicious account activity detected,0.792,account_takeover,185.220.101.182,UNKNOWN_DEV_6675,TAKEOVER_SES_A4677F3A,Friday,4,False,False,medium
TXNDC556E4B63C1,2024-04-12 09:33:00,USER00006,ACC250072,1265.42,purchase,Online Transfer,financial,****1719,Tor Network,USD,flagged,mobile,Suspicious account activity detected,0.796,account_takeover,171.25.193.78,UNKNOWN_DEV_7838,TAKEOVER_SES_47DA7725,Friday,9,False,True,large
TXN584E1D798556,2024-04-12 10:10:22,USER00295,ACC943298,99.47,purchase,Water Utility,utilities,****7955,"Chicago, IL",USD,success,phone,Purchase at Water Utility,0.171,none,72.221.216.168,DEV764469,SES0854E5CF,Friday,10,False,True,small
TXN8322BE8CF89E,2024-04-12 10:52:46,USER00474,ACC374492,1059.23,payment,Amazon,retail,****2734,"Charlotte, NC",USD,success,online,Payment at Amazon,0.069,none,67.42.186.68,DEV221644,SES5B08E118,Friday,10,False,True,large
TXN0B83BF0B59E9,2024-04-12 11:02:17,USER00077,ACC523389,11.59,withdrawal,Pizza Hut,restaurant,****4270,"San Diego, CA",USD,success,online,Withdrawal at Pizza Hut,0.126,none,135.79.180.163,DEV342669,SESD6FD7C8D,Friday,11,False,True,small
TXND704815F9972,2024-04-12 11:10:56,USER00286,ACC736553,616.08,withdrawal,Internet Provider,utilities,****6315,"San Antonio, TX",USD,pending,phone,Withdrawal at Internet Provider,0.133,none,194.116.138.114,DEV393116,SES25A9A38D,Friday,11,False,True,medium
TXN3FCF6EF7890B,2024-04-12 11:15:11,USER00288,ACC758765,59.7,refund,Shell,gas,****7607,"Los Angeles, CA",USD,success,atm,Refund at Shell,0.249,none,205.176.173.253,DEV266652,SES2C2F620B,Friday,11,False,True,small
TXN7FDAB33A3327,2024-04-12 11:36:56,USER00211,ACC420214,100.54,purchase,Costco,grocery,****9719,"Houston, TX",USD,success,online,Purchase at Costco,0.223,none,209.127.24.55,DEV801440,SES988EBE31,Friday,11,False,True,medium
TXNCD2EACEDACED,2024-04-12 11:48:53,USER00182,ACC572700,472.98,transfer,Credit Union,financial,****7099,"Fort Worth, TX",USD,success,mobile,Transfer at Credit Union,0.091,none,26.51.140.217,DEV993462,SES39A3B783,Friday,11,False,True,medium
TXNE82894F35C91,2024-04-12 13:16:58,USER00201,ACC157174,755.37,purchase,Disney+,entertainment,****6567,"Phoenix, AZ",USD,success,atm,Purchase at Disney+,0.14,none,57.147.225.43,DEV662050,SES924E8E9C,Friday,13,False,True,medium
TXN26D74CDE28D1,2024-04-12 13:27:25,USER00259,ACC619389,74.95,transfer,Hulu,entertainment,****1079,"Austin, TX",USD,pending,atm,Transfer at Hulu,0.092,none,105.130.41.225,DEV815418,SESBEFCEF3E,Friday,13,False,True,small
TXN191A81612C03,2024-04-12 13:40:00,LAUNDER_USER_009,ACC586754,9775.0,deposit,Cash Deposit,financial,****4713,Offshore Bank,CHF,success,online,Structured cash deposit to avoid reporting,0.948,money_laundering,51.240.171.235,LAUNDER_DEV_9390,LAUNDER_SES_1819DE70,Friday,13,False,True,large
TXNC760A1262CD6,2024-04-12 14:33:27,USER00014,ACC678856,134.51,payment,Hospital,healthcare,****2304,"Jacksonville, FL",USD,pending,pos,Payment at Hospital,0.225,none,49.23.202.232,DEV431493,SESAD1F72F1,Friday,14,False,True,medium
TXN85680B8D118B,2024-04-12 15:54:50,USER00199,ACC478411,108.63,payment,Exxon,gas,****1769,"New York, NY",USD,success,pos,Payment at Exxon,0.124,none,140.173.69.97,DEV438192,SES53566273,Friday,15,False,True,medium
TXN335F92222869,2024-04-12 15:59:19,USER00492,ACC418897,466.48,refund,Bank ATM,financial,****8257,"Austin, TX",USD,success,pos,Refund at Bank ATM,0.162,none,14.61.97.205,DEV136231,SESA3916608,Friday,15,False,True,medium
TXNCD3C87CC7C0D,2024-04-12 16:16:44,USER00409,ACC410160,51.27,refund,Whole Foods,grocery,****9284,"Los Angeles, CA",USD,pending,atm,Refund at Whole Foods,0.238,none,131.117.196.70,DEV435440,SES61718608,Friday,16,False,True,small
TXN6C5D49EBA67D,2024-04-12 16:37:45,USER00138,ACC152657,476.15,refund,AMC Theaters,entertainment,****6906,"Charlotte, NC",USD,success,mobile,Refund at AMC Theaters,0.124,none,121.254.220.70,DEV512119,SES1FB235E7,Friday,16,False,True,medium
TXNF9B98F0FD835,2024-04-12 16:47:39,USER00228,ACC704238,284.77,purchase,Internet Provider,utilities,****8800,"San Francisco, CA",USD,success,mobile,Purchase at Internet Provider,0.109,none,50.183.37.223,DEV645316,SESB5E6EA57,Friday,16,False,True,medium
TXNA2AB44CF8D32,2024-04-12 17:01:51,USER00468,ACC734487,238.87,transfer,Kroger,grocery,****3842,"Charlotte, NC",USD,success,atm,Transfer at Kroger,0.053,none,201.92.217.77,DEV600281,SES50F7BD49,Friday,17,False,True,medium
TXNB2D73ECDA1FE,2024-04-13 00:00:00,VELOCITY_USER_09,ACC931622,1545.39,purchase,Online Store 3,retail,****8398,Multiple Locations,USD,declined,online,Rapid transaction #7 in velocity burst,0.908,velocity_fraud,156.58.64.71,VELOCITY_DEV_09,VELOCITY_SES_0E75FCBC,Saturday,0,True,False,large
TXNE4DEFB11FC1C,2024-04-13 00:02:00,VELOCITY_USER_09,ACC931622,1722.15,purchase,Online Store 7,retail,****9712,Online,USD,pending,online,Rapid transaction #2 in velocity burst,0.875,velocity_fraud,230.114.192.12,VELOCITY_DEV_09,VELOCITY_SES_2A69ACC8,Saturday,0,True,False,large
TXN803912AA9D21,2024-04-13 00:05:00,VELOCITY_USER_09,ACC931622,690.99,purchase,Online Store 3,retail,****5929,Rapid Sequence,USD,success,online,Rapid transaction #5 in velocity burst,0.803,velocity_fraud,195.76.80.98,VELOCITY_DEV_09,VELOCITY_SES_BBEFD43A,Saturday,0,True,False,medium
TXN92533551BB94,2024-04-13 00:05:00,VELOCITY_USER_09,ACC931622,980.01,purchase,Online Store 18,retail,****5499,Multiple Locations,USD,declined,online,Rapid transaction #1 in velocity burst,0.916,velocity_fraud,203.118.246.23,VELOCITY_DEV_09,VELOCITY_SES_5C0014C5,Saturday,0,True,False,medium
TXN30ECFFA03C18,2024-04-13 00:05:00,VELOCITY_USER_09,ACC931622,1995.94,purchase,Online Store 6,retail,****2546,Online,USD,success,online,Rapid transaction #4 in velocity burst,0.906,velocity_fraud,179.77.215.131,VELOCITY_DEV_09,VELOCITY_SES_38D52C0B,Saturday,0,True,False,large
TXN595B476CF2C3,2024-04-13 00:06:00,VELOCITY_USER_09,ACC931622,150.02,purchase,Online Store 13,retail,****7392,Online,USD,pending,online,Rapid transaction #9 in velocity burst,0.801,velocity_fraud,180.239.28.100,VELOCITY_DEV_09,VELOCITY_SES_2E56F5D7,Saturday,0,True,False,medium
TXNE33DEE85BE3F,2024-04-13 00:11:00,VELOCITY_USER_09,ACC931622,1952.19,purchase,Online Store 1,retail,****5186,Multiple Locations,USD,success,online,Rapid transaction #3 in velocity burst,0.949,velocity_fraud,254.161.143.8,VELOCITY_DEV_09,VELOCITY_SES_E4B12149,Saturday,0,True,False,large
TXNEF4BD04B8640,2024-04-13 00:11:00,VELOCITY_USER_09,ACC931622,113.74,purchase,Online Store 9,retail,****2703,Rapid Sequence,USD,pending,online,Rapid transaction #8 in velocity burst,0.813,velocity_fraud,23.51.162.12,VELOCITY_DEV_09,VELOCITY_SES_AB7FDEB2,Saturday,0,True,False,medium
TXN2D515E4554FF,2024-04-13 00:12:00,VELOCITY_USER_09,ACC931622,1157.08,purchase,Online Store 9,retail,****7779,Multiple Locations,USD,declined,online,Rapid transaction #10 in velocity burst,0.881,velocity_fraud,234.35.204.165,VELOCITY_DEV_09,VELOCITY_SES_045A6239,Saturday,0,True,False,large
TXNCA2FCC4E1C4C,2024-04-13 00:14:00,VELOCITY_USER_09,ACC931622,1111.8,purchase,Online Store 19,retail,****5860,Online,USD,pending,online,Rapid transaction #6 in velocity burst,0.884,velocity_fraud,57.77.149.239,VELOCITY_DEV_09,VELOCITY_SES_D2FFC3A2,Saturday,0,True,False,large
TXNA9B1189D8ECD,2024-04-13 09:15:00,LAUNDER_USER_004,ACC384105,25000.0,deposit,ABC Trading LLC,financial,****1779,Offshore Bank,CAD,success,wire,Large round amount transaction,0.924,money_laundering,55.14.8.46,LAUNDER_DEV_9076,LAUNDER_SES_2B0183B3,Saturday,9,True,True,very_large
TXN3F1248C6EF34,2024-04-13 09:21:56,USER00111,ACC392136,89.2,payment,Investment Firm,financial,****9875,"Jacksonville, FL",USD,pending,phone,Payment at Investment Firm,0.089,none,225.167.44.63,DEV590859,SESED1ADB53,Saturday,9,True,True,small
TXN929E9272988B,2024-04-13 11:00:01,USER00044,ACC217301,179.5,purchase,BP,gas,****8641,"San Diego, CA",USD,success,pos,Purchase at BP,0.218,none,186.192.242.18,DEV930901,SESD7B76A18,Saturday,11,True,True,medium
TXN1620A8112F81,2024-04-13 11:22:09,USER00364,ACC904624,72.14,transfer,Subway,restaurant,****4892,"San Jose, CA",USD,success,atm,Transfer at Subway,0.174,none,172.21.189.90,DEV546017,SES1618560D,Saturday,11,True,True,small
TXNA905791CEF85,2024-04-13 12:38:36,USER00228,ACC704238,188.14,purchase,Water Utility,utilities,****6643,"San Francisco, CA",USD,success,atm,Purchase at Water Utility,0.168,none,79.179.197.6,DEV671192,SESE87E2F12,Saturday,12,True,True,medium
TXNFD66CCD25B48,2024-04-13 12:40:57,USER00458,ACC671971,407.38,transfer,Target,grocery,****6145,"Houston, TX",USD,success,online,Transfer at Target,0.052,none,246.92.232.192,DEV986527,SESC0DD6DB3,Saturday,12,True,True,medium
TXNEEE71758EC8D,2024-04-13 12:41:27,USER00466,ACC170499,128.57,transfer,Best Buy,retail,****2239,"Jacksonville, FL",USD,success,online,Transfer at Best Buy,0.23,none,183.199.53.224,DEV212515,SES8E599A76,Saturday,12,True,True,medium
TXN0D01E64BCEF0,2024-04-13 13:04:38,USER00421,ACC398910,136.22,purchase,Dental Office,healthcare,****2007,"Dallas, TX",USD,success,pos,Purchase at Dental Office,0.213,none,228.149.232.194,DEV767033,SES2270C3FB,Saturday,13,True,True,medium
TXN4A31AAF89B7C,2024-04-13 13:32:49,USER00109,ACC960394,154.68,payment,Pharmacy,healthcare,****9801,"New York, NY",USD,success,pos,Payment at Pharmacy,0.089,none,95.113.174.108,DEV193089,SESE48FC689,Saturday,13,True,True,medium
TXNBB46BEAD7DAC,2024-04-13 15:11:21,USER00436,ACC762652,427.72,refund,Nike,retail,****2745,"Phoenix, AZ",USD,success,online,Refund at Nike,0.233,none,199.41.210.84,DEV434853,SESFB495EA5,Saturday,15,True,True,medium
TXNE837B5F2FEE4,2024-04-13 15:49:29,USER00313,ACC670913,646.53,transfer,Netflix,entertainment,****7187,"Fort Worth, TX",USD,pending,pos,Transfer at Netflix,0.089,none,200.69.5.5,DEV744867,SES39DE0E2D,Saturday,15,True,True,medium
TXNAF0488E37909,2024-04-13 16:02:36,USER00237,ACC910075,333.55,payment,Credit Union,financial,****7985,"New York, NY",USD,success,mobile,Payment at Credit Union,0.096,none,205.155.253.198,DEV294379,SES159144DA,Saturday,16,True,True,medium
TXNEC18B8DC1C34,2024-04-13 17:13:11,USER00232,ACC449499,659.34,purchase,Safeway,grocery,****4368,"Houston, TX",USD,success,phone,Purchase at Safeway,0.197,none,77.214.177.173,DEV324754,SES2A38E478,Saturday,17,True,True,medium
TXN0C71D5BF2BAF,2024-04-13 17:30:08,USER00294,ACC945664,310.45,withdrawal,Amazon,retail,****5299,"Austin, TX",USD,pending,online,Withdrawal at Amazon,0.149,none,228.242.251.120,DEV758607,SES5686C664,Saturday,17,True,True,medium
TXN0537E7BD1E35,2024-04-13 23:40:44,USER00249,ACC502219,71.64,withdrawal,Credit Union,financial,****6451,"Phoenix, AZ",USD,success,mobile,Withdrawal at Credit Union,0.235,none,219.204.77.160,DEV701238,SES5319578B,Saturday,23,True,False,small
TXN9CB9BA9C2E06,2024-04-14 04:02:34,USER00018,ACC391476,152.08,transfer,Starbucks,restaurant,****6712,"Jacksonville, FL",USD,success,online,Transfer at Starbucks,0.134,none,17.29.248.122,DEV586993,SES95B3AE9D,Sunday,4,True,False,medium
TXNC7C114CE3E2D,2024-04-14 06:12:58,USER00102,ACC470858,1237.16,refund,Dental Office,healthcare,****3904,"Phoenix, AZ",USD,success,mobile,Refund at Dental Office,0.142,none,134.127.122.125,DEV483891,SES79A2C9B8,Sunday,6,True,False,large
TXN4B8C4997390B,2024-04-14 09:09:43,USER00329,ACC163780,614.45,payment,Texaco,gas,****3072,"Columbus, OH",USD,success,atm,Payment at Texaco,0.212,none,233.116.55.220,DEV269579,SES2CCF5669,Sunday,9,True,True,medium
TXN562D414FB4D1,2024-04-14 09:23:25,USER00436,ACC762652,154.08,deposit,Starbucks,restaurant,****5315,"Phoenix, AZ",USD,success,pos,Deposit at Starbucks,0.155,none,246.205.86.168,DEV789150,SES72D7FD86,Sunday,9,True,True,medium
TXNBC50E20E8137,2024-04-14 09:51:00,USER00009,ACC791025,1685.59,purchase,Cryptocurrency Exchange,financial,****2162,"Moscow, Russia",USD,success,mobile,Suspicious account activity detected,0.849,account_takeover,185.220.101.182,UNKNOWN_DEV_7350,TAKEOVER_SES_79B8D68F,Sunday,9,True,True,large
TXN5D29036D8E0B,2024-04-14 09:56:55,USER00312,ACC997004,777.73,transfer,Whole Foods,grocery,****6608,"Jacksonville, FL",USD,pending,atm,Transfer at Whole Foods,0.161,none,72.174.3.66,DEV753342,SES56EACC56,Sunday,9,True,True,medium
TXN41BA933A945A,2024-04-14 09:57:42,USER00428,ACC140163,452.25,refund,Kroger,grocery,****9574,"Phoenix, AZ",USD,success,phone,Refund at Kroger,0.186,none,46.15.178.86,DEV918069,SES007B5FEF,Sunday,9,True,True,medium
TXN6A785C63D04A,2024-04-14 10:17:48,USER00083,ACC580547,69.46,transfer,Subway,restaurant,****5723,"San Antonio, TX",USD,success,phone,Transfer at Subway,0.169,none,129.254.114.45,DEV365484,SESAB6BAE92,Sunday,10,True,True,small
TXN5C937E726F57,2024-04-14 10:33:00,LAUNDER_USER_018,ACC920577,17318.47,transfer,Dummy Corporation,financial,****7698,Wire Transfer Center,USD,success,wire,Rapid transfer between shell companies,0.817,money_laundering,37.149.78.6,LAUNDER_DEV_7557,LAUNDER_SES_7050B055,Sunday,10,True,True,very_large
TXN01C4F6E40757,2024-04-14 11:32:06,USER00295,ACC943298,44.71,payment,Mobil,gas,****2917,"Chicago, IL",USD,pending,atm,Payment at Mobil,0.225,none,209.204.148.65,DEV827912,SES41A86CF1,Sunday,11,True,True,small
TXN6AA5EE19783D,2024-04-14 12:00:43,USER00443,ACC868544,203.8,payment,Hulu,entertainment,****4072,"Austin, TX",USD,success,phone,Payment at Hulu,0.098,none,111.55.157.171,DEV507310,SES13171C88,Sunday,12,True,True,medium
TXNFF8678D52353,2024-04-14 12:08:00,LAUNDER_USER_004,ACC777098,9850.0,deposit,Cash Deposit,financial,****5254,Offshore Bank,EUR,success,online,Structured cash deposit to avoid reporting,0.915,money_laundering,70.4.173.193,LAUNDER_DEV_5259,LAUNDER_SES_DD38CDF8,Sunday,12,True,True,large
TXNFCC3BD2DE2E0,2024-04-14 12:11:00,USER00003,ACC151864,5613.47,transfer,Online Transfer,financial,****9423,"Lagos, Nigeria",USD,success,online,Suspicious account activity detected,0.804,account_takeover,45.61.185.90,UNKNOWN_DEV_7184,TAKEOVER_SES_4C6316CD,Sunday,12,True,True,large
TXN2B0865594A6A,2024-04-14 12:40:14,USER00228,ACC704238,48.37,refund,KFC,restaurant,****1071,"San Francisco, CA",USD,success,online,Refund at KFC,0.248,none,227.204.212.39,DEV128381,SES810FC3CE,Sunday,12,True,True,small
TXNEF8090FBBC35,2024-04-14 13:04:04,USER00405,ACC777406,539.94,payment,Insurance Company,financial,****3358,"Jacksonville, FL",USD,pending,pos,Payment at Insurance Company,0.18,none,231.90.155.229,DEV970705,SESF1AFCF69,Sunday,13,True,True,medium
TXN52EA71F917B6,2024-04-14 14:07:34,USER00085,ACC172132,377.48,deposit,Macy's,retail,****5341,"San Jose, CA",USD,success,online,Deposit at Macy's,0.082,none,176.78.212.181,DEV830729,SES4F42C8B8,Sunday,14,True,True,medium
TXN7F34FD0EDDE7,2024-04-14 14:33:00,LAUNDER_USER_019,ACC873940,46729.96,transfer,Dummy Corporation,financial,****3568,Money Exchange,CHF,success,bank,Rapid transfer between shell companies,0.833,money_laundering,82.92.242.112,LAUNDER_DEV_6549,LAUNDER_SES_BC3C4DB3,Sunday,14,True,True,very_large
TXN4A09AACFE002,2024-04-14 15:21:00,LAUNDER_USER_008,ACC406447,100000.0,transfer,Investment Holdings LLC,financial,****5737,Bank Branch,EUR,success,bank,Large round amount transaction,0.911,money_laundering,32.23.130.10,LAUNDER_DEV_6181,LAUNDER_SES_4499D650,Sunday,15,True,True,very_large
TXN6E32E557143C,2024-04-14 15:34:38,USER00496,ACC744274,134.32,purchase,Netflix,entertainment,****9786,"Philadelphia, PA",USD,success,online,Purchase at Netflix,0.144,none,44.50.129.185,DEV216728,SES046B95AF,Sunday,15,True,True,medium
TXN1A175DCB0DCF,2024-04-14 15:44:39,USER00411,ACC726258,1006.53,withdrawal,Dental Office,healthcare,****9371,"Philadelphia, PA",USD,success,phone,Withdrawal at Dental Office,0.091,none,146.240.39.173,DEV487587,SES59732188,Sunday,15,True,True,large
TXN56BF2E442A61,2024-04-14 17:22:48,USER00377,ACC332335,387.46,withdrawal,Dental Office,healthcare,****6950,"Chicago, IL",USD,success,atm,Withdrawal at Dental Office,0.15,none,137.101.58.220,DEV523589,SES85B6DBE5,Sunday,17,True,True,medium
TXNC2C382176560,2024-04-14 20:17:34,USER00297,ACC986827,220.91,payment,McDonald's,restaurant,****4637,"Fort Worth, TX",USD,success,phone,Payment at McDonald's,0.13,none,179.129.59.158,DEV143083,SES8356DEF4,Sunday,20,True,False,medium
TXNE6029E6C5BAF,2024-04-14 20:36:00,USER00067,ACC525525,1076.03,purchase,Unknown Merchant,high_risk,****4672,"Las Vegas, NV",USD,success,pos,Fraudulent card usage,0.87,card_fraud,151.95.107.86,FRAUD_DEV_4908,FRAUD_SES_45940056,Sunday,20,True,False,large
TXN03BB1AB0AFA2,2024-04-14 23:06:16,USER00072,ACC411120,208.67,payment,Best Buy,retail,****7437,"Los Angeles, CA",USD,success,mobile,Payment at Best Buy,0.215,none,49.184.87.28,DEV893928,SES8AF021B1,Sunday,23,True,False,medium
TXN712DD1DA3287,2024-04-15 03:28:02,USER00248,ACC595158,55.56,purchase,AMC Theaters,entertainment,****9598,"Phoenix, AZ",USD,pending,phone,Purchase at AMC Theaters,0.095,none,245.172.224.87,DEV644315,SESC247C646,Monday,3,False,False,small
TXN01712C07B629,2024-04-15 04:37:00,USER00001,ACC482306,410.36,withdrawal,Online Transfer,financial,****5608,Unknown Location,USD,flagged,atm,Suspicious account activity detected,0.79,account_takeover,198.96.155.3,UNKNOWN_DEV_7767,TAKEOVER_SES_6FA23F0C,Monday,4,False,False,medium
TXNA266E63987AC,2024-04-15 05:32:16,USER00213,ACC377501,91.0,payment,Bank ATM,financial,****5174,"San Diego, CA",USD,success,mobile,Payment at Bank ATM,0.195,none,171.130.30.76,DEV257147,SESF353D1E6,Monday,5,False,False,small
TXN76E23F006448,2024-04-15 07:11:00,USER00056,ACC881208,4013.06,purchase,Liquor Store,high_risk,****9603,"Las Vegas, NV",USD,pending,atm,Fraudulent card usage,0.862,card_fraud,127.12.68.106,FRAUD_DEV_5526,FRAUD_SES_01A4BC51,Monday,7,False,False,large
TXN1B03DDEFEDC3,2024-04-15 09:59:06,USER00107,ACC501124,152.27,payment,Hulu,entertainment,****5937,"San Diego, CA",USD,success,pos,Payment at Hulu,0.097,none,222.70.208.54,DEV422541,SES1C19774C,Monday,9,False,True,medium
TXNF35E7C549DE6,2024-04-15 10:22:21,USER00114,ACC708792,629.24,payment,Safeway,grocery,****5104,"Houston, TX",USD,success,atm,Payment at Safeway,0.116,none,39.108.117.241,DEV245590,SES9A58DBD3,Monday,10,False,True,medium
TXN36E07BA5102E,2024-04-15 10:22:33,USER00347,ACC467121,679.17,payment,Costco,grocery,****5067,"Dallas, TX",USD,success,online,Payment at Costco,0.13,none,192.211.88.20,DEV681489,SESDA7A296E,Monday,10,False,True,medium
TXNB76E79DC704A,2024-04-15 11:53:29,USER00299,ACC576877,439.06,withdrawal,AMC Theaters,entertainment,****4667,"Dallas, TX",USD,success,mobile,Withdrawal at AMC Theaters,0.082,none,72.201.114.111,DEV353405,SES1E04E261,Monday,11,False,True,medium
TXNCB7FC15E378E,2024-04-15 12:32:01,USER00361,ACC811163,922.14,payment,Water Utility,utilities,****5456,"San Jose, CA",USD,success,mobile,Payment at Water Utility,0.077,none,29.216.51.45,DEV552495,SES47E0D521,Monday,12,False,True,medium
TXN9699C81AAB97,2024-04-15 12:32:49,USER00215,ACC528361,1470.4,payment,Bank ATM,financial,****9498,"San Francisco, CA",USD,success,phone,Payment at Bank ATM,0.115,none,170.123.135.97,DEV428993,SES97699F41,Monday,12,False,True,large
TXN67E5F2F0EDAA,2024-04-15 12:56:35,USER00004,ACC133326,61.74,transfer,Pharmacy,healthcare,****7385,"San Antonio, TX",USD,success,pos,Transfer at Pharmacy,0.103,none,109.161.62.133,DEV901676,SES3B5C2E54,Monday,12,False,True,small
TXN48535B87D878,2024-04-15 13:19:28,USER00164,ACC466960,400.6,refund,Spotify,entertainment,****2749,"Chicago, IL",USD,success,pos,Refund at Spotify,0.055,none,253.157.158.69,DEV735022,SES0A6AC3F7,Monday,13,False,True,medium
TXNFF69D4D9636E,2024-04-15 13:29:00,LAUNDER_USER_002,ACC422878,32999.26,transfer,Global Ventures Ltd,financial,****7107,Bank Branch,CAD,success,bank,Rapid transfer between shell companies,0.936,money_laundering,136.121.10.87,LAUNDER_DEV_7539,LAUNDER_SES_2F8DC04B,Monday,13,False,True,very_large
TXNBCBE6E4585C1,2024-04-15 13:47:28,USER00361,ACC811163,1135.67,refund,Bank ATM,financial,****9466,"San Jose, CA",USD,success,pos,Refund at Bank ATM,0.194,none,192.236.21.224,DEV335746,SESE35CB0F0,Monday,13,False,True,large
